,city_name,lat,lon,distance_to_center_km,area_m2,rooms,is_studio,floor,floors_total,floor_ratio,area_per_room,is_top_floor,is_first_floor,actual_price,predicted_price,error,absolute_error,percentage_error,signed_percentage_error
582,Альметьевск,54.911678,52.31499,1.6138478047841893,47.9,2.0,0,2,5,0.4,23.95,0,0,4900000,4799005.593039698,-100994.40696030203,100994.40696030203,2.061110346128613,-2.061110346128613
743,Альметьевск,54.90971,52.28456,1.462901925358752,104.4,4.0,0,6,9,0.6666666666666666,26.1,0,0,11690560,11621491.343133958,-69068.65686604194,69068.65686604194,0.5908070859397834,-0.5908070859397834
363,Альметьевск,54.90022278,52.31269073,0.8117914705899976,45.4,2.0,0,2,3,0.6666666666666666,22.7,0,0,5100000,4352055.338879738,-747944.661120262,747944.661120262,14.665581590593371,-14.665581590593371
65,Альметьевск,54.89203,52.28391,1.3579185370644744,73.9,2.0,0,11,16,0.6875,36.95,0,0,10486410,10489128.9795424,2718.979542400688,2718.979542400688,0.025928602280481956,0.025928602280481956
789,Альметьевск,54.89805222,52.2632103,2.3622541131400316,69.0,3.0,0,9,9,1.0,23.0,1,0,6950000,7102266.820505451,152266.8205054514,152266.8205054514,2.19088950367556,2.19088950367556
291,Альметьевск,54.89310074,52.26474762,2.381117747914428,68.0,2.0,0,4,5,0.8,34.0,0,0,8840000,8367717.216141384,-472282.7838586159,472282.7838586159,5.342565428264886,-5.342565428264886
603,Альметьевск,54.91086378144131,52.330379256396725,2.2871543475596354,52.0,2.0,0,6,9,0.6666666666666666,26.0,0,0,6500000,5532498.392114917,-967501.6078850832,967501.6078850832,14.884640121308973,-14.884640121308973
857,Альметьевск,54.9064827,52.27947998,1.4968927074682734,44.5,2.0,0,3,5,0.6,22.25,0,0,5000000,4948206.141319664,-51793.858680335805,51793.858680335805,1.035877173606716,-1.035877173606716
486,Альметьевск,54.91131973,52.30208206,1.2657146194861364,44.2,2.0,0,3,5,0.6,22.1,0,0,3690000,4485482.7618373465,795482.7618373465,795482.7618373465,21.55779842377633,21.55779842377633
235,Альметьевск,54.89041,52.28283,1.530553978685245,73.1,2.0,0,3,9,0.3333333333333333,36.55,0,0,10372890,10519152.955521513,146262.95552151278,146262.95552151278,1.4100501935479193,1.4100501935479193
250,Альметьевск,54.89041,52.28283,1.530553978685245,73.1,2.0,0,4,9,0.4444444444444444,36.55,0,0,10445990,10539772.116269903,93782.11626990326,93782.11626990326,0.8977810266896986,0.8977810266896986
49,Альметьевск,54.89203,52.28391,1.3579185370644744,95.7,3.0,0,4,16,0.25,31.900000000000002,0,0,12909930,12573391.671649009,-336538.328350991,336538.328350991,2.6068176074617835,-2.6068176074617835
657,Альметьевск,54.89181444262329,52.26614889994009,2.348160593066474,78.0,3.0,0,3,10,0.3,26.0,0,0,12000000,9720987.73574759,-2279012.2642524093,2279012.2642524093,18.99176886877008,-18.99176886877008
309,Альметьевск,54.88496,52.26469,2.8099225036437168,26.6,,1,10,18,0.5555555555555556,26.6,0,0,5047350,4944958.194199775,-102391.80580022465,102391.80580022465,2.028625036905003,-2.028625036905003
709,Альметьевск,54.9067376394461,52.26732942684441,2.219003838419927,35.6,1.0,0,2,5,0.4,35.6,0,0,5300000,4637194.231809145,-662805.7681908552,662805.7681908552,12.505769211148209,-12.505769211148209
275,Альметьевск,54.90902328,52.27707291,1.7762578507036895,36.0,1.0,0,3,5,0.6,36.0,0,0,4750000,4420720.621201742,-329279.37879825756,329279.37879825756,6.93219744838437,-6.93219744838437
894,Альметьевск,54.888201,52.266669,2.502850363370952,35.8,1.0,0,6,10,0.6,35.8,0,0,4500000,5021509.120567322,521509.1205673218,521509.1205673218,11.589091568162706,11.589091568162706
165,Альметьевск,54.89041,52.28283,1.530553978685245,69.8,2.0,0,13,16,0.8125,34.9,0,0,10114020,10253309.894966692,139289.89496669173,139289.89496669173,1.3771961590613004,1.3771961590613004
513,Альметьевск,54.903283,52.308091,0.6331362142500037,82.0,3.0,0,2,6,0.3333333333333333,27.333333333333332,0,0,9900000,10670789.88551342,770789.8855134193,770789.8855134193,7.785756419327468,7.785756419327468
33,Альметьевск,54.89170456,52.26743317,2.277605745937942,39.0,1.0,0,9,10,0.9,39.0,0,0,4700000,5184639.081050241,484639.08105024137,484639.08105024137,10.311469809579602,10.311469809579602
31,Альметьевск,54.907472398386346,52.28505712515825,1.2661068595814857,91.0,3.0,0,8,9,0.8888888888888888,30.333333333333332,0,0,8880000,11119735.920502871,2239735.9205028713,2239735.9205028713,25.222251357014315,25.222251357014315
673,Альметьевск,54.909054,52.314738,1.3788829435063168,49.0,2.0,0,5,5,1.0,24.5,1,0,6500000,4892296.359061551,-1607703.6409384487,1607703.6409384487,24.733902168283826,-24.733902168283826
404,Альметьевск,54.90055466,52.26032639,2.5373702303390337,70.0,3.0,0,5,10,0.5,23.333333333333332,0,0,8050000,8236548.10532871,186548.10532870982,186548.10532870982,2.317367768058507,2.317367768058507
518,Альметьевск,54.90725327,52.31985855,1.504113344722522,50.7,2.0,0,9,9,1.0,25.35,1,0,5650000,5627051.785976775,-22948.21402322501,22948.21402322501,0.4061630800570798,-0.4061630800570798
430,Альметьевск,54.90502548,52.33177185,2.106753446256836,61.7,4.0,0,1,5,0.2,15.425,0,1,5400000,5458729.943191997,58729.943191996776,58729.943191996776,1.0875915405925327,1.0875915405925327
109,Альметьевск,54.898401,52.314621,0.9516090704124457,12.7,1.0,0,2,5,0.4,12.7,0,0,826812,1867483.9954918297,1040671.9954918297,1040671.9954918297,125.86561340326818,125.86561340326818
77,Альметьевск,54.900777,52.360696,3.8816847093857936,56.2,3.0,0,3,4,0.75,18.733333333333334,0,0,4350000,4966847.226838804,616847.2268388039,616847.2268388039,14.180396019282849,14.180396019282849
412,Альметьевск,54.908412,52.298272,0.9418728618763124,33.0,1.0,0,2,5,0.4,33.0,0,0,3650000,3988772.232073846,338772.2320738458,338772.2320738458,9.281431015721802,9.281431015721802
312,Альметьевск,54.89052,52.26848,2.2745630983019747,63.4,2.0,0,7,18,0.3888888888888889,31.7,0,0,9906250,9592257.26305352,-313992.73694648035,313992.73694648035,3.1696427704376564,-3.1696427704376564
82,Альметьевск,54.91117096,52.26095581,2.7880464000148164,103.9,4.0,0,7,9,0.7777777777777778,25.975,0,0,10800000,10432359.138830053,-367640.8611699473,367640.8611699473,3.404082047869882,-3.404082047869882
321,Альметьевск,54.904675,52.293879,0.6506739212679387,44.3,2.0,0,1,4,0.25,22.15,0,1,5000000,4389947.54637351,-610052.4536264902,610052.4536264902,12.201049072529804,-12.201049072529804
649,Альметьевск,54.90185916709112,52.32489529067598,1.605078858878354,50.0,2.0,0,7,8,0.875,25.0,0,0,7100000,5257968.647769165,-1842031.3522308348,1842031.3522308348,25.94410355254697,-25.94410355254697
693,Альметьевск,54.907325,52.328509,1.9963482657071356,28.0,1.0,0,5,5,1.0,28.0,1,0,2310000,3054649.075954819,744649.0759548191,744649.0759548191,32.235890733974855,32.235890733974855
360,Альметьевск,54.895782280780224,52.31436264482137,1.0311835857012657,17.2,,1,5,5,1.0,17.2,1,0,1850000,1710424.3347253257,-139575.6652746743,139575.6652746743,7.5446305553878,-7.5446305553878
487,Альметьевск,54.90621598333105,52.3273206423422,1.8784675455531925,27.3,1.0,0,2,9,0.2222222222222222,27.3,0,0,3000000,2838350.565334221,-161649.43466577912,161649.43466577912,5.388314488859304,-5.388314488859304
464,Альметьевск,54.90793991,52.27770233,1.6767771266311489,30.0,1.0,0,1,5,0.2,30.0,0,1,2500000,2998044.1490898454,498044.14908984536,498044.14908984536,19.921765963593817,19.921765963593817
5,Альметьевск,54.901947,52.322203,1.435987536818561,85.0,3.0,0,2,10,0.2,28.333333333333332,0,0,13500000,9746106.054148603,-3753893.945851397,3753893.945851397,27.806621821121457,-27.806621821121457
54,Альметьевск,54.89203,52.28391,1.3579185370644744,73.9,2.0,0,7,16,0.4375,36.95,0,0,10486410,10584299.335201925,97889.33520192467,97889.33520192467,0.9334875825179891,0.9334875825179891
734,Альметьевск,54.904473,52.309052,0.7630937547300354,54.0,3.0,0,2,3,0.6666666666666666,18.0,0,0,6200000,5458924.409743704,-741075.5902562961,741075.5902562961,11.952832100908003,-11.952832100908003
462,Альметьевск,54.8885231,52.26849365,2.3849009904703613,41.0,1.0,0,6,9,0.6666666666666666,41.0,0,0,7600000,6207302.638150766,-1392697.3618492344,1392697.3618492344,18.324965287489928,-18.324965287489928
323,Альметьевск,54.90890503,52.27893066,1.6717737235366446,30.0,1.0,0,1,5,0.2,30.0,0,1,3050000,2996031.278080903,-53968.721919097006,53968.721919097006,1.76946629242941,-1.76946629242941
367,Альметьевск,54.895455,52.27126,1.905898505968853,43.2,2.0,0,4,5,0.8,21.6,0,0,4000000,4535510.06258877,535510.06258877,535510.06258877,13.387751564719249,13.387751564719249
97,Альметьевск,54.90431213,52.3024025,0.5034891691420417,93.7,4.0,0,1,2,0.5,23.425,0,1,9100000,9509184.256996376,409184.25699637644,409184.25699637644,4.496530296663477,4.496530296663477
444,Альметьевск,54.901983,52.256653,2.7801955483184524,82.3,3.0,0,5,16,0.3125,27.433333333333334,0,0,9700000,9894912.209193142,194912.20919314213,194912.20919314213,2.0094042184860013,2.0094042184860013
576,Альметьевск,54.8945961,52.31316757,1.0343893192917015,45.0,2.0,0,4,9,0.4444444444444444,22.5,0,0,3800000,4178601.541638791,378601.5416387911,378601.5416387911,9.963198464178713,9.963198464178713
897,Альметьевск,54.88496399,52.26368713,2.8614552699673372,46.0,1.0,0,6,9,0.6666666666666666,46.0,0,0,5850000,6798020.722277801,948020.7222778006,948020.7222778006,16.205482432099156,16.205482432099156
578,Альметьевск,54.89999,52.265735,2.1908246859878884,91.7,3.0,0,2,9,0.2222222222222222,30.566666666666666,0,0,10300000,10491518.06894691,191518.06894690916,191518.06894690916,1.8593987276398949,1.8593987276398949
779,Альметьевск,54.88497001277194,52.26369385958505,2.8607145911489744,32.8,1.0,0,2,9,0.2222222222222222,32.8,0,0,4700000,4508236.489461186,-191763.51053881366,191763.51053881366,4.0800746923151845,-4.0800746923151845
25,Альметьевск,54.90123749,52.27485275,1.6137092372334072,61.9,3.0,0,4,5,0.8,20.633333333333333,0,0,6400000,5750336.614189111,-649663.3858108893,649663.3858108893,10.150990403295147,-10.150990403295147
84,Альметьевск,54.895362,52.300482,0.5166421479310193,61.7,3.0,0,4,5,0.8,20.566666666666666,0,0,5500000,3617394.8364616525,-1882605.1635383475,1882605.1635383475,34.229184791606315,-34.229184791606315
