iter	MAE	RMSE
984	587899.1422	872025.6553
985	587693.7357	871528.5335
986	586994.5708	870494.0944
987	586350.5398	869433.0997
988	586015.8916	868918.5425
989	585255.9734	868101.5942
990	584935.4798	867575.6642
991	584302.2671	866562.9819
992	583751.778	865412.0244
993	582893.1646	863952.8722
994	582701.1692	863761.7243
995	582020.7633	862851.1401
996	581520.0537	862218.0178
997	580983.0251	861311.0437
998	580439.7013	860078.4444
999	579829.4872	858962.5332
1000	579337.5107	857725.9754
1001	578867.6853	856884.6096
1002	578842.9421	856860.325
1003	578442.7679	856301.9657
1004	577837.0112	855507.2706
1005	577691.9148	854906.4773
1006	577235.9544	854174.4199
1007	576936.5801	853773.7391
1008	576550.4555	853214.9694
1009	576312.2	852564.4214
1010	576090.5578	851954.9971
1011	575874.212	851386.9397
1012	575297.7386	850469.1251
1013	575126.5124	850184.9366
1014	574698.408	849368.0522
1015	574512.6386	849158.6385
1016	574373.4521	848995.7061
1017	574134.0035	848757.2305
1018	573988.4024	848492.9023
1019	573566.9927	847885.8802
1020	573304.0926	847463.749
1021	572934.3406	847020.6907
1022	572366.9681	845965.4389
1023	572150.468	845712.6425
1024	571640.6995	845115.6879
1025	571395.9971	844638.0931
1026	571240.5276	844173.5987
1027	570737.6197	843460.7427
1028	570031.0801	842085.4438
1029	569817.262	841607.1143
1030	569596.5489	841330.6827
1031	569367.4396	840982.3855
1032	569246.4038	840802.3277
1033	569121.7823	840568.7422
1034	568922.4883	840328.0563
1035	568451.9404	839490.9201
1036	568222.7908	839248.3075
1037	567745.4916	838805.8621
1038	567594.9969	838555.6085
1039	567337.5723	838109.6339
1040	567121.8645	837693.3084
1041	566888.9574	837170.0349
1042	566501.9578	836504.03
1043	565747.0333	835619.2158
1044	565394.6718	835141.8071
1045	565054.7966	834546.3572
1046	564914.5501	834158.9959
1047	564162.4037	833060.4415
1048	563860.9084	832437.5446
1049	563491.1448	831697.7556
1050	563062.077	831243.7018
1051	562582.2978	830344.9856
1052	562279.4649	829946.1947
1053	562067.2539	829744.8536
1054	561772.7088	829134.4138
1055	561569.8439	828666.5099
1056	561182.9212	827952.9946
1057	560830.1994	827407.1017
1058	560673.6557	827160.6935
1059	560075.9358	826291.131
1060	559959.8451	826004.6947
1061	559621.3364	825554.8382
1062	559431.5197	825227.6291
1063	559179.0406	824681.5198
1064	559038.8183	824517.4923
1065	558619.3515	823283.2052
1066	558214.3845	822855.7424
1067	557524.3785	821554.6149
1068	557038.8412	820710.0323
1069	556556.8885	819905.1872
1070	555911.3846	819090.7198
1071	555311.5134	817799.2109
1072	554809.1658	817141.8781
1073	554418.0462	816601.8513
1074	554174.2471	815990.9352
1075	553966.6546	815711.9458
1076	553457.1709	814931.2464
1077	553122.8861	814514.6163
1078	552615.3971	813612.9498
1079	551914.5745	812184.5354
1080	551216.4536	811065.3575
1081	550814.9348	810363.0635
1082	549921.5035	808379.4349
1083	549304.6431	807221.4013
1084	549069.9779	806797.9895
1085	548407.4489	805501.627
1086	548201.819	805083.0144
1087	547531.6162	803494.1567
1088	547330.2137	803268.911
1089	547221.8461	802957.2493
1090	546674.9146	802046.4773
1091	546418.4573	801679.4486
1092	546008.6014	801295.7925
1093	545897.6608	801069.7223
1094	545437.0971	800503.7778
1095	545090.5888	799691.4422
1096	544847.0979	799255.383
1097	544402.9789	798661.4262
1098	544259.9438	798423.91
1099	543913.5568	797646.8718
1100	543700.3859	797275.6446
1101	543126.6262	796233.8894
1102	542829.7451	795838.8146
1103	542439.1124	795209.0075
1104	542067.3174	794350.4432
1105	541652.351	793461.7523
1106	541359.8249	793032.3547
1107	541032.927	792368.5377
1108	540674.3006	791947.3406
1109	540265.3623	791288.6946
1110	540002.38	790958.9824
1111	539953.2092	790878.2786
1112	539611.1795	790202.0725
1113	539217.6258	789070.6951
1114	538998.5368	788689.2608
1115	538645.3595	788060.9174
1116	538339.5258	787478.1399
1117	538136.777	787125.6037
1118	537855.9722	786658.2496
1119	537539.5039	786163.3639
1120	537342.0415	785827.4792
1121	536748.2655	784797.1724
1122	536209.335	784163.6682
1123	535701.0109	783216.0807
1124	535299.4382	782720.6991
1125	534629.76	781377.2639
1126	534449.6209	780890.385
1127	534155.9865	780341.6175
1128	533992.5031	779702.3939
1129	533456.6349	778815.7823
1130	532829.0822	777801.179
1131	532603.8138	777342.2787
1132	532360.2562	777050.6334
1133	532059.5767	776573.0245
1134	531738.2431	775826.6712
1135	531243.6233	775061.6179
1136	531014.1388	774567.6427
1137	530764.9394	774029.026
1138	530667.1415	773949.7526
1139	530279.1976	773274.8055
1140	530210.6267	773214.5458
1141	529844.0596	772607.923
1142	529670.5062	772272.6209
1143	529221.2734	771341.3809
1144	528926.158	770782.9012
1145	528907.7719	770764.6251
1146	528808.1846	770453.4061
1147	528275.6092	769712.8035
1148	527994.756	769031.397
1149	527801.5531	768646.6789
1150	527620.3963	768421.5161
1151	527404.9648	767963.7904
1152	526845.3561	767360.881
1153	526353.1668	766792.9372
1154	526015.3934	766285.4808
1155	525761.0133	765893.9127
1156	525501.7068	765476.5864
1157	525304.436	765182.9952
1158	525184.9791	765028.1889
1159	524905.0443	764473.7695
1160	524747.1105	764162.1155
1161	524460.6331	763401.036
1162	524214.0372	762914.7344
1163	524164.2948	762860.8117
1164	523907.793	762416.445
1165	523341.146	761699.3657
1166	523146.1502	761269.3504
1167	523108.3585	761197.8116
1168	522836.5306	760766.2173
1169	522621.499	760278.6036
1170	522496.0811	760067.9625
1171	522336.1775	759742.9548
1172	522038.4935	759304.8053
1173	521551.2718	758202.1773
1174	521207.8174	757554.4698
1175	520975.4936	757080.9346
1176	520653.1857	756526.9315
1177	519924.5614	755100.6563
1178	519345.8622	754254.6935
1179	519280.5913	754194.3802
1180	518911.0799	753496.6119
1181	518527.0863	752745.1292
1182	518275.0117	752299.003
1183	518008.8881	751790.6129
1184	517874.7688	751571.1421
1185	517706.868	751351.862
1186	517399.4203	750674.8728
1187	517288.3042	750548.1909
1188	517161.5866	750427.1588
1189	516942.2133	749983.8487
1190	516488.277	749100.3604
1191	516276.2692	748842.7167
1192	515749.8947	747577.6179
1193	515473.6616	747340.2248
1194	515012.5649	746448.8766
1195	514446.8224	745758.3282
1196	514170.0174	745438.2755
1197	514015.0504	745237.1002
1198	513663.0628	744854.5461
1199	513320.656	744425.3795
1200	513178.9512	744186.9863
1201	512995.8082	743933.5278
1202	512806.9456	743682.1792
1203	512674.5298	743424.6348
1204	512492.7431	743221.2135
1205	512337.781	742960.9297
1206	511951.6493	742222.0232
1207	511840.1046	742053.5914
1208	511602.4373	741770.2447
1209	511262.771	741367.3431
1210	510960.0955	740735.4287
1211	510418.3471	739940.6352
1212	510172.5181	739617.7264
1213	510002.9486	739251.1704
1214	509821.0352	738928.3681
1215	509106.2534	737620.3179
1216	508995.3828	737497.3451
1217	508618.3223	736712.6183
1218	508267.5791	736080.151
1219	507887.962	735524.0995
1220	507365.9109	734768.0928
1221	507062.3453	734350.523
1222	506534.0105	733462.4162
1223	506247.8944	732990.5357
1224	506062.7409	732539.4712
1225	505854.0463	732128.0052
1226	505613.519	731689.993
1227	505465.2453	731436.4946
1228	505297.8863	731141.5984
1229	505260.9023	730950.0643
1230	504889.7555	730578.9434
1231	504682.6187	730177.551
1232	504487.9123	729711.6192
1233	504319.8586	729528.4871
1234	504267.8006	729450.4065
1235	504046.0425	729029.032
1236	503876.4063	728827.3368
1237	503502.1247	728299.7842
1238	503373.0249	728131.2687
1239	503003.2639	727780.5996
1240	502819.2433	727379.3241
1241	502430.7478	726917.8594
1242	501997.7111	726296.803
1243	501942.4595	726091.6356
1244	501702.5403	725556.4501
1245	501474.1114	725189.2327
1246	501239.3648	724844.5339
1247	500929.3377	724214.7251
1248	500645.5712	723651.6392
1249	500325.2461	723202.1006
1250	500048.7964	722860.3433
1251	499961.4947	722711.3249
1252	499654.4378	722169.1369
1253	499352.3072	721635.9933
1254	499085.3912	721159.774
1255	498809.0955	720596.5258
1256	498529.652	720204.8585
1257	497879.5667	719139.2546
1258	497678.9051	718863.5476
1259	497460.0931	718501.8888
1260	497292.3717	718144.6379
1261	497168.1006	718012.8332
1262	496829.6054	717249.7974
1263	496623.6188	716931.6082
1264	496459.6038	716701.7669
1265	496084.1888	716184.9273
1266	495715.0835	715413.9718
1267	495612.5824	715170.2754
1268	495429.1715	714700.906
1269	495306.4247	714506.3685
1270	495115.7396	714291.5235
1271	494934.6046	714016.8062
1272	494858.039	713894.1881
1273	494662.8839	713584.8645
1274	494363.3203	713087.6702
1275	494140.8348	712576.3185
1276	493833.4249	712144.7968
1277	493571.6502	711652.4098
1278	493419.7763	711331.1442
1279	492887.5494	710646.188
1280	492389.2555	709965.5671
1281	492163.9211	709676.3522
1282	491957.7882	709184.2353
1283	491427.5592	708137.9896
1284	491249.9549	707787.6094
1285	490962.3405	707250.6653
1286	490684.6384	706890.4234
1287	490262.6521	706380.8222
1288	489952.4499	705995.1165
1289	489550.3132	705253.5294
1290	489288.2584	704695.6274
1291	488907.3286	704036.1305
1292	488605.4987	703544.3111
1293	488149.1156	702963.6608
1294	487929.6205	702693.255
1295	487637.3355	702127.6971
1296	487401.1295	701678.6145
1297	487317.64	701511.2374
1298	486907.8822	700825.3851
1299	486619.7509	700429.0462
1300	486490.9218	700246.8237
1301	485922.0495	699410.8783
1302	485830.0472	699162.356
1303	485640.9468	698776.865
1304	485199.59	697803.2778
1305	484907.4059	697394.8364
1306	484838.1606	697214.14
1307	484576.9134	696801.3107
1308	484261.8725	696222.1473
1309	483960.6106	695662.2371
1310	483733.3335	695095.1225
1311	483642.5493	694952.302
1312	483384.4704	694515.5517
1313	483126.0043	694026.7025
1314	482945.9074	693770.3294
1315	482625.0117	693269.0431
1316	482383.8884	692975.4241
